ride_id,customer_id,driver_id,city,pickup_area,drop_area,pickup_time,vehicle_type,distance_km,duration_min,demand_level,nearby_drivers,weather,surge_multiplier,base_fare,final_fare,payment_method,ride_status,customer_rating
RPD103952,CUST3358,DRV463,Bangalore,Koramangala,Electronic City,07/06/2026 04:22,auto,6.88,22.0,Medium,11.0,,1.22,76.92,93.84,cash ,Completed,4.6
RPD103720,CUST2532,DRV765,Mumbai,Dadar,Andheri,01/07/2026 06:03,Auto,5.03,43.8,Low,18.0,Cloudy,1.0,60.27,60.27,upi,COMPLETED,2.5
RPD103749,CUST3004,DRV158,Mumbai,Colaba,Bandra,2026-07-08 00:31:00,auto,5.61,23.4,Very High,25.0,Rain,1.82,65.49,119.19,wallet,Cancelled by Driver,
RPD101118,CUST3364,DRV716,Bangalore,Whitefield,Koramangala,18-Jun-2026 08:31 AM,,2.09,10.1,Very High,18.0,,1.88,40.08,75.35,cash ,Cancelled by Driver,
RPD103249,CUST1419,DRV606,hyderabad ,Kukatpally,Madhapur,04-Jun-2026 05:47 PM,Cab Economy,4.27,12.2,Low,10.0,Clear,1.06,66.24,70.21,UPI,Completed,4.9
RPD104555,CUST2991,DRV148,Bengaluru,Electronic City,Koramangala,2026-06-28 21:00:00,bike,1.99,11.3,Low,20.0,Fog,1.0,26.94,26.94,cash ,Ongoing,
RPD100664,CUST1133,DRV772,mumbai,Andheri,Powai,2026-06-10 18:01:00,,3.57,18.2,Very High,10.0,Fog,1.87,57.84,108.16,Cash,Ongoing,
RPD102823,CUST3876,,Hyderabad,Kukatpally,Kukatpally,14-Jun-2026 01:01 PM,Auto,6.82,8.6,Low,22.0,Rain,1.0,76.38,76.38,wallet,Cancelled by Customer,
RPD100574,CUST3710,,Bangalore,Electronic City,Indiranagar,2026-06-12 13:33:00,auto,10.97,4.7,Medium,23.0,Fog,1.17,113.73,133.06,Wallet,Cancelled by Customer,
RPD103653,CUST1716,DRV156,mumbai,Borivali,Colaba,2026-06-08 09:14:00,cab economy,10.01,5.9,Very High,8.0,Rain,1.86,135.12,251.32,UPI,Ongoing,
RPD100697,CUST3892,,Hyderabad,Hitech City,Banjara Hills,05/06/2026 01:08,Cab Economy,0.54,14.7,Very High,24.0,Heavy Rain,1.83,21.48,39.31,,Cancelled by Customer,
RPD104714,CUST1464,DRV442,BANGALORE,MG Road,Koramangala,2026-07-02 17:37:00,Bike,2.24,13.9,Very High,11.0,Rain,5.3,28.44,150.73,Card,completed,4.8
RPD104749,CUST3496,DRV552,Mumbai,Bandra,Andheri,14-Jun-2026 09:22 AM,Auto,5.28,12.6,High,8.0,Fog,1.3,62.52,81.28,upi,completed,4.9
RPD104532,CUST3868,,Mumbai,Borivali,Powai,2026-06-11 21:34:00,Bike,5.67,8.6,Low,17.0,,1.0,49.02,49.02,cash ,Cancelled by Customer,
RPD103170,CUST1321,DRV795,Mumbai,Powai,Powai,2026-06-13 15:06:00,Cab Premium,9.74,23.4,Low,13.0,Cloudy,1.0,190.32,190.32,upi,Completed,4.9
RPD104145,CUST1550,,BANGALORE,Indiranagar,MG Road,2026-06-27 14:04:00,Cab Economy,7.7,8.9,Medium,25.0,Clear,1.12,107.4,120.29,wallet,Cancelled by Customer,
RPD101072,CUST2414,,Bangalore,Jayanagar,Jayanagar,2026-07-15 20:47:00,cab economy,1.41,34.8,Very High,0.0,Cloudy,2.0,31.92,63.84,Cash,Cancelled by Customer,
RPD104523,CUST3304,DRV205,hyderabad ,Kukatpally,Banjara Hills,20/06/2026 00:08,BIKE,1.76,3.9,Low,25.0,Cloudy,1.01,25.56,Rs. 25.82,wallet,completed,4.3
RPD102188,CUST3826,DRV665,Mumbai,Bandra,Colaba,01-Jul-2026 03:23 AM,auto,7.45,23.5,Low,17.0,Cloudy,1.0,82.05,82.05,,Completed,4.1
RPD104155,CUST3841,,bangalore,HSR Layout,Electronic City,22/06/2026 16:30,auto,5.88,13.2,Low,29.0,Clear,1.11,67.92,75.39,wallet,Cancelled by Customer,
RPD102046,CUST1530,DRV202,hyderabad ,Hitech City,Banjara Hills,13/07/2026 21:44,cab economy,4.1,37.4,Low,9.0,Clear,1.0,64.2,64.2,upi,COMPLETED,5.0
RPD100283,CUST2227,,hyderabad ,Gachibowli,Hitech City,2026-06-29 09:23:00,,999.0,18.9,Very High,5.0,Rain,1.92,12003.0,Rs. 23045.76,UPI,Cancelled by Customer,
RPD100259,CUST3518,DRV714,mumbai,Dadar,Colaba,2026-07-08 02:14:00,,10.82,13.6,Low,23.0,Fog,1.0,144.84,144.84,UPI,completed,4.4
RPD102665,CUST2495,DRV615,Bengaluru,Indiranagar,MG Road,01-Jul-2026 08:08 PM,,9.95,19.0,High,6.0,Clear,1.4,134.4,188.16,cash ,COMPLETED,4.0
RPD101812,CUST2674,DRV695,Bengaluru,Whitefield,MG Road,2026-06-02 20:40:00,BIKE,5.49,27.7,Very High,16.0,Rain,1.93,47.94,92.52,Wallet,completed,3.4
RPD101798,CUST1356,DRV218,Mumbai,Bandra,Powai,18-Jun-2026 11:03 PM,Cab Premium,10.79,26.1,Medium,17.0,Rain,1.15,209.22,240.6,Wallet,Completed,4.3
RPD100600,CUST2533,DRV631,Bangalore,Whitefield,Jayanagar,2026-06-15 16:18:00,Cab Premium,1.59,3.7,Low,9.0,,1.08,43.62,47.11,Wallet,Completed,
RPD103234,CUST1068,DRV399,Bengaluru,Whitefield,Jayanagar,10/07/2026 21:50,BIKE,6.04,6.3,Low,15.0,Fog,1.0,51.24,51.24,wallet,Cancelled by Driver,
RPD100726,CUST2512,DRV411,Hyderabad,Gachibowli,Madhapur,2026-07-15 05:43:00,bike,6.94,3.0,Medium,38.0,,1.13,56.64,64.0,Card,COMPLETED,4.2
RPD101637,CUST2258,DRV403,Mumbai,Andheri,Andheri,2026-06-19 23:25:00,Cab Economy,4.13,34.6,Very High,26.0,Heavy Rain,1.96,64.56,126.54,UPI,completed,5.0
RPD102919,CUST1429,DRV505,Mumbai,Colaba,Andheri,26/06/2026 20:15,Cab Premium,10.38,24.5,High,10.0,Fog,1.39,201.84,280.56,Wallet,COMPLETED,3.3
RPD100678,CUST3172,DRV772,hyderabad ,Gachibowli,Hitech City,28/06/2026 02:31,Cab Premium,4.94,11.8,Low,22.0,,1.0,103.92,103.92,Cash,COMPLETED,5.0
RPD101330,CUST1689,DRV324,Hyderabad,Madhapur,Madhapur,2026-07-07 06:11:00,auto,1.6,23.0,Medium,17.0,Fog,1.21,29.4,35.57,Card,Completed,4.1
RPD101153,CUST2991,DRV487,Pune,Viman Nagar,Viman Nagar,13/06/2026 00:32,BIKE,0.5,23.8,Very High,8.0,Rain,1.91,18.0,34.38,Card,Completed,3.6
RPD101347,CUST3576,DRV652,hyderabad ,Hitech City,Banjara Hills,01-Jun-2026 06:28 AM,BIKE,4.57,20.2,Medium,13.0,Cloudy,1.13,42.42,47.93,UPI,completed,
RPD100056,CUST3842,DRV406,hyderabad ,Hitech City,Madhapur,05/06/2026 07:40,bike,0.5,25.0,Low,16.0,Cloudy,1.02,18.0,18.36,UPI,Completed,5.0
RPD104134,CUST2014,DRV137,mumbai,Powai,Andheri,2026-06-26 18:27:00,,7.43,5.3,Very High,8.0,Rain,1.94,104.16,202.07,UPI,completed,3.9
RPD100826,CUST3723,DRV208,bangalore,Jayanagar,Koramangala,01/06/2026 23:00,bike,4.26,18.6,Very High,17.0,Rain,1.83,40.56,74.22,upi,Cancelled by Driver,
RPD101412,CUST3736,DRV692,Bangalore,Indiranagar,Koramangala,2026-07-15 10:46:00,Bike,1.39,7.1,Medium,22.0,Fog,1.13,23.34,26.37,UPI,Cancelled by Driver,
RPD101547,CUST3619,DRV574,Bangalore,Jayanagar,MG Road,24/06/2026 01:00,BIKE,13.89,14.3,Low,22.0,Fog,1.0,98.34,98.34,UPI,Cancelled by Driver,
RPD103337,CUST1913,DRV190,bangalore,Electronic City,Indiranagar,16/07/2026 12:20,Auto,1.54,20.4,Low,15.0,Cloudy,1.0,28.86,28.86,cash ,Cancelled by Driver,
RPD102215,CUST3381,DRV109,BANGALORE,Jayanagar,Jayanagar,2026-06-05 16:58:00,Cab Premium,6.32,10.8,Very High,14.0,Heavy Rain,1.75,128.76,225.33,upi,Cancelled by Driver,
RPD100086,CUST1536,DRV711,mumbai,Dadar,Bandra,2026-06-15 04:09:00,,7.46,16.2,Low,6.0,,1.0,104.52,104.52,wallet,Ongoing,
RPD102921,CUST1135,DRV270,Mumbai,Dadar,Borivali,2026-06-25 02:03:00,Cab Economy,2.88,3.0,Very High,28.0,Heavy Rain,1.89,49.56,93.67,wallet,completed,3.9
RPD101362,CUST1419,DRV737,Mumbai,Andheri,Powai,2026-07-10 22:41:00,Auto,3.76,12.6,Medium,15.0,Clear,1.24,48.84,60.56,Card,Ongoing,
RPD102936,CUST2454,DRV734,mumbai,Andheri,Dadar,14/06/2026 13:37,bike,0.99,14.0,Low,12.0,Cloudy,1.03,20.94,21.57,upi,Cancelled by Driver,
RPD100889,CUST1232,DRV503,Mumbai,Bandra,Colaba,08-Jun-2026 02:35 PM,BIKE,5.18,10.4,Low,19.0,Rain,1.0,46.08,46.08,Cash,Completed,4.0
RPD102955,CUST3524,DRV406,hyderabad ,Kukatpally,Gachibowli,04/06/2026 19:36,Cab Economy,5.14,9.6,Very High,2.0,,1.88,76.68,144.16,cash ,COMPLETED,5.0
RPD101688,CUST1135,DRV678,Mumbai,Andheri,Colaba,2026-07-10 02:25:00,Auto,15.41,14.3,Medium,9.0,Fog,1.11,153.69,170.6,,Ongoing,
RPD101820,CUST2893,DRV124,Pune,Camp,Hinjewadi,2026-06-12 21:11:00,Cab Economy,4.3,30.5,Low,24.0,,1.02,66.6,67.93,upi,Completed,3.8
RPD103704,CUST1879,DRV598,Bangalore,Whitefield,Whitefield,2026-06-13 19:14:00,,5.1,3.6,Very High,16.0,Heavy Rain,1.86,76.2,141.73,Cash,Cancelled by Driver,
RPD101973,CUST3274,DRV124,hyderabad ,Kukatpally,Kukatpally,2026-07-02 11:36:00,Auto,1.64,25.1,Very High,23.0,Heavy Rain,1.8,29.76,53.57,Card,completed,4.7
RPD102547,CUST1792,,Hyderabad,Gachibowli,Kukatpally,2026-06-03 23:10:00,Cab Premium,7.83,13.3,Low,18.0,Cloudy,1.0,155.94,155.94,UPI,Cancelled by Customer,
RPD100715,CUST1142,DRV367,bangalore,MG Road,Indiranagar,2026-06-09 15:12:00,Cab Premium,1.62,19.2,Low,22.0,,1.0,44.16,44.16,wallet,COMPLETED,4.0
RPD104839,CUST3223,DRV238,Pune,Hinjewadi,Baner,2026-07-15 21:16:00,BIKE,11.33,24.4,Low,10.0,Cloudy,1.01,82.98,83.81,,Ongoing,
RPD101057,CUST3783,DRV284,Mumbai,Colaba,Dadar,07-Jul-2026 09:44 AM,auto,8.45,30.7,High,12.0,Heavy Rain,1.49,91.05,135.66,UPI,Ongoing,
RPD102287,CUST3170,DRV344,hyderabad ,Hitech City,Kukatpally,12/06/2026 11:15,,2.46,39.9,Very High,31.0,Heavy Rain,1.81,44.52,80.58,upi,completed,4.1
RPD104772,CUST2593,DRV347,Mumbai,Bandra,Powai,2026-06-08 00:58:00,Bike,4.61,9.5,Low,18.0,Clear,1.05,42.66,44.79,cash ,Completed,3.3
RPD103522,CUST3949,DRV427,Hyderabad,Gachibowli,Kukatpally,05-Jun-2026 09:46 AM,bike,5.2,3.0,High,10.0,Fog,1.41,46.2,65.14,upi,Completed,4.6
RPD102208,CUST2189,DRV250,Bengaluru,Indiranagar,Whitefield,2026-06-30 01:18:00,bike,5.87,28.9,Medium,19.0,,1.15,50.22,57.75,upi,Cancelled by Driver,
RPD101413,CUST3496,DRV376,Pune,Hinjewadi,Camp,01-Jul-2026 07:31 PM,cab economy,5.7,26.9,Very High,11.0,Rain,1.87,83.4,155.96,UPI,completed,4.2
RPD104154,CUST3099,DRV428,bangalore,Indiranagar,Jayanagar,03/06/2026 00:54,,11.55,41.0,Low,22.0,Fog,1.0,153.6,153.6,cash ,Cancelled by Driver,
RPD104850,CUST2528,DRV328,mumbai,Powai,Colaba,14-Jul-2026 02:47 AM,,8.52,25.4,Low,10.0,Heavy Rain,1.0,117.24,117.24,upi,COMPLETED,3.2
RPD102849,CUST2021,DRV740,Bangalore,Koramangala,Jayanagar,2026-07-08 04:20:00,Cab Economy,5.9,8.7,Low,20.0,Fog,1.02,85.8,87.52,,Ongoing,
RPD100618,CUST3902,DRV564,Hyderabad,Hitech City,Gachibowli,2026-06-01 21:13:00,Cab Economy,5.95,16.7,Low,21.0,Rain,1.05,86.4,90.72,Cash,Cancelled by Driver,
RPD103654,CUST1634,DRV160,hyderabad ,Kukatpally,Hitech City,29/06/2026 16:00,Auto,6.53,20.0,Low,20.0,Fog,1.04,73.77,76.72,Wallet,Cancelled by Driver,
RPD104483,CUST1085,DRV170,hyderabad ,Madhapur,Hitech City,07/06/2026 09:41,bike,6.74,31.7,Very High,5.0,Rain,1.85,55.44,102.56,wallet,Completed,5.0
RPD100124,CUST3882,DRV470,Hyderabad,Gachibowli,Kukatpally,09/07/2026 11:26,Auto,5.07,15.7,Medium,19.0,Rain,1.11,60.63,67.3,upi,Ongoing,
RPD104885,CUST3701,DRV285,Pune,Hinjewadi,Camp,15/06/2026 04:32,Cab Economy,6.69,15.4,Very High,15.0,Rain,1.83,95.28,174.36,wallet,Cancelled by Driver,
RPD102043,CUST1602,DRV768,mumbai,Dadar,Andheri,13-Jul-2026 03:54 PM,auto,8.29,4.6,Low,17.0,Cloudy,1.0,89.61,Rs. 89.61,Cash,COMPLETED,5.0
RPD100335,CUST2056,DRV472,bangalore,Jayanagar,Jayanagar,2026-07-15 14:06:00,cab economy,1.86,28.7,Low,6.0,Cloudy,1.01,37.32,37.69,wallet,Ongoing,
RPD104702,CUST3263,DRV719,Hyderabad,Kukatpally,Madhapur,03/07/2026 18:33,Cab Premium,2.04,16.0,Very High,9.0,Cloudy,1.94,51.72,100.34,Wallet,COMPLETED,4.5
RPD101363,CUST3698,DRV473,hyderabad ,Madhapur,Kukatpally,09-Jun-2026 06:52 PM,Bike,7.37,28.3,Very High,0.0,,1.92,59.22,113.7,cash ,Completed,4.7
RPD100305,CUST1638,DRV187,mumbai,Powai,Colaba,2026-07-12 00:49:00,cab economy,7.38,32.0,Low,14.0,Fog,1.03,103.56,106.67,upi,completed,4.3
RPD102773,CUST1774,DRV183,hyderabad ,Kukatpally,Hitech City,2026-06-26 20:47:00,cab economy,7.06,7.1,Very High,3.0,Cloudy,1.95,99.72,194.45,wallet,Completed,4.3
RPD100981,CUST1572,,Pune,Kothrud,Hinjewadi,2026-06-24 07:40:00,cab economy,-6.44,28.4,Low,17.0,Fog,1.06,16.2,17.17,wallet,Cancelled by Customer,
RPD103737,CUST1011,,Bangalore,Whitefield,Jayanagar,2026-06-29 04:00:00,,2.8,47.7,Medium,21.0,,1.27,48.6,61.72,,Cancelled by Customer,
RPD101408,CUST1023,DRV107,mumbai,Dadar,Borivali,2026-07-04 12:20:00,Cab Economy,10.86,24.9,Medium,13.0,Clear,1.18,145.32,171.48,UPI,Cancelled by Driver,
RPD103166,CUST3823,DRV354,hyderabad ,Madhapur,Gachibowli,10/07/2026 13:56,Cab Economy,2.02,4.9,Very High,19.0,Rain,1.88,39.24,73.77,Wallet,Cancelled by Driver,
RPD102967,CUST3551,DRV247,mumbai,Powai,Dadar,2026-07-15 05:33:00,Cab Premium,3.84,32.5,Very High,10.0,Rain,1.86,84.12,156.46,UPI,Cancelled by Driver,
RPD104603,CUST2754,DRV427,hyderabad ,Banjara Hills,Hitech City,2026-06-01 23:48:00,,4.15,17.3,Very High,18.0,Heavy Rain,1.92,64.8,124.42,,Completed,4.1
RPD100176,CUST3924,DRV771,Mumbai,Andheri,Colaba,2026-07-14 23:07:00,Bike,10.16,18.3,Very High,27.0,Rain,1.92,75.96,145.84,wallet,Completed,4.3
RPD100582,CUST1427,DRV179,Bengaluru,HSR Layout,Indiranagar,2026-07-06 19:53:00,Cab Premium,3.36,9.0,Very High,7.0,Cloudy,1.99,75.48,150.21,Wallet,completed,5.0
RPD104057,CUST3697,DRV119,Mumbai,Colaba,Colaba,2026-07-15 14:04:00,Cab Economy,6.48,9.8,Medium,19.0,Fog,1.23,92.76,114.09,Cash,Completed,3.7
RPD101617,CUST1603,DRV601,BANGALORE,HSR Layout,Electronic City,2026-07-07 12:38:00,Auto,6.71,39.2,Low,21.0,Clear,1.0,75.39,75.39,,Cancelled by Driver,
RPD104489,CUST3294,DRV286,BANGALORE,Indiranagar,MG Road,2026-06-25 10:47:00,Auto,5.38,26.7,Medium,10.0,Clear,1.08,63.42,68.49,Card,Completed,5.0
RPD104535,CUST3551,,Hyderabad,Kukatpally,Hitech City,2026-07-08 05:03:00,cab economy,3.13,6.3,Medium,28.0,Cloudy,1.2,52.56,63.07,Card,Cancelled by Customer,
RPD101195,CUST1406,DRV789,BANGALORE,HSR Layout,HSR Layout,07/06/2026 07:27,bike,3.07,26.7,Very High,33.0,Rain,1.9,33.42,63.5,cash ,COMPLETED,3.4
RPD102877,CUST1129,DRV440,Bangalore,Whitefield,HSR Layout,18/06/2026 17:56,bike,3.31,14.0,Low,24.0,,1.0,34.86,34.86,,Cancelled by Driver,
RPD104946,CUST3807,DRV214,bangalore,Jayanagar,Jayanagar,2026-07-07 02:53:00,Bike,3.36,28.5,Low,19.0,Heavy Rain,1.0,35.16,35.16,,Cancelled by Driver,
RPD104287,CUST3794,DRV460,Bangalore,Whitefield,Jayanagar,2026-07-08 03:58:00,Bike,999.0,24.9,Medium,19.0,Cloudy,1.1,6009.0,6609.9,upi,Ongoing,
RPD103244,CUST3291,DRV471,hyderabad ,Banjara Hills,Kukatpally,20-Jun-2026 11:05 AM,cab economy,3.54,16.6,Medium,29.0,Fog,1.21,57.48,69.55,upi,COMPLETED,5.0
RPD101825,CUST1053,,BANGALORE,HSR Layout,Electronic City,2026-07-06 01:57:00,,3.07,7.4,Low,23.0,Fog,1.0,51.84,51.84,wallet,Cancelled by Customer,
RPD101880,CUST3141,DRV109,Pune,Camp,Baner,2026-06-26 21:38:00,Auto,1.54,24.1,Medium,24.0,Rain,1.25,28.86,36.08,UPI,Cancelled by Driver,
RPD101982,CUST2037,DRV124,Pune,Camp,Viman Nagar,08-Jul-2026 08:16 PM,Auto,4.2,46.3,High,8.0,Heavy Rain,1.38,52.8,72.86,Wallet,COMPLETED,4.6
RPD101862,CUST3066,DRV610,Hyderabad,Kukatpally,Hitech City,2026-07-11 17:38:00,Bike,1.04,7.3,Low,16.0,Rain,1.02,21.24,21.66,upi,completed,4.6
RPD101351,CUST2209,DRV777,Mumbai,Powai,Bandra,21/06/2026 19:24,,7.96,27.9,Very High,0.0,,1.99,110.52,,Cash,completed,
RPD103576,CUST1318,DRV566,Bengaluru,Electronic City,Jayanagar,04-Jul-2026 06:12 AM,,3.34,28.7,Very High,16.0,Heavy Rain,1.9,55.08,104.65,wallet,Ongoing,
RPD103607,CUST2796,,Mumbai,Powai,Powai,03/06/2026 02:10,BIKE,10.06,27.8,Low,30.0,Fog,1.01,75.36,76.11,Wallet,Cancelled by Customer,
RPD104815,CUST1804,DRV108,Pune,Baner,Viman Nagar,28-Jun-2026 06:43 PM,auto,14.84,7.4,Very High,0.0,Rain,1.88,148.56,279.29,Cash,completed,4.1
RPD102975,CUST1725,DRV754,Pune,Baner,Camp,2026-07-10 19:11:00,BIKE,7.03,17.3,Very High,0.0,Clear,1.89,57.18,108.07,Wallet,COMPLETED,4.9
RPD100410,CUST3318,,hyderabad ,Gachibowli,Hitech City,11-Jul-2026 10:33 PM,cab economy,5.99,38.1,Low,22.0,Heavy Rain,1.0,86.88,86.88,UPI,Cancelled by Customer,
RPD100676,CUST3888,DRV633,mumbai,Andheri,Borivali,2026-06-15 23:04:00,,5.24,15.7,Low,18.0,,1.11,77.88,86.45,Wallet,Completed,4.8
RPD100298,CUST3440,DRV116,mumbai,Colaba,Bandra,2026-07-07 17:13:00,Cab Economy,4.8,13.0,Low,14.0,Cloudy,1.06,72.6,76.96,Cash,Cancelled by Driver,
RPD100926,CUST1016,DRV209,hyderabad ,Banjara Hills,Hitech City,26-Jun-2026 01:19 AM,auto,8.14,14.9,Low,23.0,,1.0,88.26,88.26,,Ongoing,
RPD100023,CUST2438,DRV756,Bengaluru,Jayanagar,HSR Layout,23-Jun-2026 09:52 AM,Auto,1.34,6.7,Very High,11.0,Cloudy,1.96,27.06,53.04,wallet,Cancelled by Driver,
RPD104172,CUST2432,DRV314,Bengaluru,Koramangala,Electronic City,2026-07-16 19:38:00,Auto,4.07,29.7,High,0.0,,1.37,51.63,70.73,UPI,completed,3.6
RPD102116,CUST2254,DRV719,Mumbai,Bandra,Dadar,2026-07-06 18:22:00,cab economy,9.05,49.4,Very High,0.0,Fog,1.97,123.6,243.49,Wallet,Cancelled by Driver,
RPD100729,CUST2900,,Pune,Camp,Viman Nagar,2026-06-21 11:40:00,Cab Economy,2.88,16.8,Low,24.0,Fog,1.0,49.56,49.56,Card,Cancelled by Customer,
RPD103670,CUST2526,DRV374,Mumbai,Bandra,Powai,13-Jul-2026 07:59 PM,bike,3.67,26.9,Very High,7.0,Rain,1.91,37.02,70.71,cash ,Ongoing,
RPD104945,CUST2284,,Mumbai,Andheri,Powai,25-Jun-2026 03:12 AM,Cab Premium,3.7,9.3,Very High,25.0,Rain,1.89,81.6,154.22,wallet,Cancelled by Customer,
RPD101308,CUST1788,DRV353,Bangalore,Indiranagar,Indiranagar,05-Jun-2026 11:49 AM,Bike,5.46,13.5,Very High,12.0,Heavy Rain,1.89,47.76,90.27,cash ,completed,3.9
RPD102942,CUST1441,DRV596,mumbai,Powai,Dadar,2026-07-11 02:44:00,Auto,5.52,4.5,Low,23.0,,1.11,64.68,71.79,wallet,Cancelled by Driver,
RPD100672,CUST2573,DRV426,BANGALORE,Electronic City,MG Road,2026-07-08 08:49:00,,3.58,13.2,Very High,8.0,Fog,1.98,57.96,114.76,Cash,Cancelled by Driver,
RPD101673,CUST1887,DRV611,Mumbai,Borivali,Dadar,13/07/2026 18:31,auto,3.36,28.8,Very High,10.0,Clear,1.95,45.24,88.22,Card,Completed,4.5
RPD101200,CUST3351,,Hyderabad,Banjara Hills,Gachibowli,2026-07-08 19:01:00,Cab Premium,0.5,11.2,Very High,6.0,Cloudy,1.86,24.0,44.64,wallet,Cancelled by Customer,
RPD102230,CUST1270,DRV592,BANGALORE,Electronic City,Indiranagar,2026-07-12 12:57:00,Auto,1.46,20.8,Low,19.0,,1.0,28.14,28.14,upi,Ongoing,
RPD103798,CUST2347,DRV565,mumbai,Colaba,Andheri,12/06/2026 20:15,auto,4.37,27.8,High,12.0,Fog,1.44,54.33,78.24,Card,Cancelled by Driver,
RPD100933,CUST1725,DRV536,Bangalore,Whitefield,Koramangala,2026-06-28 14:10:00,cab economy,0.98,36.8,Medium,16.0,Fog,1.16,26.76,31.04,UPI,completed,3.7
RPD100294,CUST3481,DRV172,BANGALORE,Indiranagar,Jayanagar,2026-06-03 06:06:00,Cab Premium,0.91,6.7,Low,27.0,,1.0,31.38,31.38,UPI,Completed,5.0
RPD102250,CUST2590,DRV104,bangalore,HSR Layout,HSR Layout,14/06/2026 03:48,Cab Premium,4.48,18.5,Very High,20.0,Rain,1.86,95.64,Rs. 177.89,wallet,COMPLETED,4.0
RPD102691,CUST3552,DRV392,Bangalore,Electronic City,Jayanagar,2026-07-01 16:27:00,auto,5.95,5.7,Low,22.0,Clear,1.0,68.55,68.55,UPI,COMPLETED,4.1
RPD100127,CUST1328,,bangalore,HSR Layout,Koramangala,19-Jun-2026 01:11 PM,Cab Premium,1.56,12.6,Medium,16.0,Heavy Rain,1.18,43.08,50.83,Cash,Cancelled by Customer,
RPD102580,CUST1989,DRV551,BANGALORE,HSR Layout,Whitefield,29-Jun-2026 04:00 AM,auto,2.7,22.0,Low,22.0,,1.11,39.3,43.62,,COMPLETED,3.4
RPD103480,CUST2218,DRV558,Pune,Camp,Baner,2026-06-27 19:00:00,Cab Premium,2.66,21.4,Very High,6.0,Fog,1.83,62.88,115.07,upi,Ongoing,
RPD102248,CUST3026,DRV742,Hyderabad,Madhapur,Banjara Hills,04-Jul-2026 03:36 PM,Cab Premium,5.01,3.0,Medium,19.0,,1.12,105.18,117.8,UPI,Completed,4.0
RPD103546,CUST3011,DRV579,BANGALORE,Koramangala,MG Road,20-Jun-2026 06:08 PM,Cab Premium,2.97,19.7,Very High,11.0,,1.88,68.46,128.7,Cash,Cancelled by Driver,
RPD104598,CUST1270,DRV369,BANGALORE,HSR Layout,Electronic City,2026-06-25 14:53:00,Cab Economy,1.08,16.1,Medium,23.0,Cloudy,1.1,27.96,30.76,wallet,Cancelled by Driver,
RPD104113,CUST3141,DRV793,Pune,Baner,Camp,2026-07-10 05:26:00,bike,5.63,14.9,Low,12.0,Cloudy,1.01,48.78,49.27,UPI,Cancelled by Driver,
RPD100693,CUST1768,DRV304,Hyderabad,Kukatpally,Gachibowli,22-Jun-2026 11:46 PM,cab economy,4.34,9.1,Low,14.0,Clear,1.03,67.08,69.09,upi,Completed,4.5
RPD102983,CUST1929,DRV439,Hyderabad,Hitech City,Banjara Hills,13/07/2026 03:08,,2.51,20.4,Low,18.0,Fog,1.0,45.12,45.12,Card,COMPLETED,5.0
RPD100687,CUST2526,,Pune,Viman Nagar,Baner,06/06/2026 07:26,,4.29,9.4,Medium,12.0,Fog,1.15,66.48,Rs. 76.45,upi,Cancelled by Customer,
RPD100818,CUST2945,,Bangalore,Jayanagar,Jayanagar,2026-06-04 10:54:00,BIKE,1.41,10.7,Very High,17.0,Rain,1.93,23.46,45.28,Wallet,Cancelled by Customer,
RPD100217,CUST2410,DRV419,Pune,Baner,Baner,25/06/2026 00:02,Cab Economy,4.34,14.7,Medium,11.0,Fog,1.09,67.08,73.12,Cash,completed,4.2
RPD103839,CUST3917,DRV458,mumbai,Colaba,Dadar,2026-06-27 02:45:00,,2.07,3.3,Low,25.0,,1.01,39.84,40.24,,Ongoing,
RPD103326,CUST3780,DRV365,hyderabad ,Madhapur,Gachibowli,11-Jun-2026 01:37 AM,Bike,1.89,19.9,Medium,14.0,,1.13,26.34,29.76,,completed,4.3
RPD100153,CUST2306,,bangalore,Whitefield,HSR Layout,06-Jun-2026 03:53 AM,cab economy,1.14,26.2,Very High,10.0,Rain,2.0,28.68,57.36,upi,Cancelled by Customer,
RPD100707,CUST3259,DRV375,BANGALORE,Koramangala,Jayanagar,08/07/2026 12:09,Cab Economy,2.82,13.2,Low,20.0,,1.13,48.84,55.19,upi,COMPLETED,5.0
RPD101993,CUST3788,DRV760,Bangalore,MG Road,Jayanagar,2026-06-26 20:23:00,Bike,6.49,25.6,High,7.0,Cloudy,1.41,53.94,76.06,Card,Ongoing,
RPD103890,CUST1879,DRV389,Mumbai,Andheri,Dadar,2026-06-14 07:44:00,Bike,1.44,13.1,Low,22.0,Cloudy,1.02,23.64,24.11,Wallet,COMPLETED,
RPD104673,CUST1284,,BANGALORE,Electronic City,Electronic City,08-Jun-2026 07:16 PM,Cab Premium,2.45,5.6,Very High,15.0,Rain,1.9,59.1,112.29,Cash,Cancelled by Customer,
RPD104861,CUST1274,DRV741,Bangalore,Jayanagar,Whitefield,07/07/2026 18:31,Bike,13.75,27.0,Very High,2.0,Clear,1.82,97.5,177.45,wallet,Completed,3.9
RPD102009,CUST2233,,bangalore,Indiranagar,Whitefield,2026-06-24 18:14:00,cab economy,5.58,17.1,High,12.0,Cloudy,1.48,81.96,121.3,upi,Cancelled by Customer,
